smiles,atc_level1,atc_numeric
N=C(N)NCCC[C@@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,B - BLOOD AND BLOOD FORMING ORGANS,1
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,A - ALIMENTARY TRACT AND METABOLISM,0
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,A - ALIMENTARY TRACT AND METABOLISM,0
NCCC(O)(P(=O)(O)O)P(=O)(O)O,M - MUSCULO-SKELETAL SYSTEM,8
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,A - ALIMENTARY TRACT AND METABOLISM,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,A - ALIMENTARY TRACT AND METABOLISM,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,A - ALIMENTARY TRACT AND METABOLISM,0
CNNCc1ccc(C(=O)NC(C)C)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,C - CARDIOVASCULAR SYSTEM,2
C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,N - NERVOUS SYSTEM,9
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)O)[C@H]3SC2)cc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
NC(N)=O,D - DERMATOLOGICALS,3
NC(N)=O,B - BLOOD AND BLOOD FORMING ORGANS,1
NC(N)=O,D - DERMATOLOGICALS,3
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,N - NERVOUS SYSTEM,9
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,A - ALIMENTARY TRACT AND METABOLISM,0
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,N - NERVOUS SYSTEM,9
COc1ccc(OC)c(C(O)C(C)N)c1,C - CARDIOVASCULAR SYSTEM,2
c1ccc2c(CC3=NCCN3)cccc2c1,R - RESPIRATORY SYSTEM,11
c1ccc2c(CC3=NCCN3)cccc2c1,S - SENSORY ORGANS,12
c1ccc2c(CC3=NCCN3)cccc2c1,S - SENSORY ORGANS,12
c1ccc2c(CC3=NCCN3)cccc2c1,R - RESPIRATORY SYSTEM,11
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,C - CARDIOVASCULAR SYSTEM,2
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,A - ALIMENTARY TRACT AND METABOLISM,0
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,N - NERVOUS SYSTEM,9
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,C - CARDIOVASCULAR SYSTEM,2
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,R - RESPIRATORY SYSTEM,11
O=C1c2c(O)cccc2Cc2cccc(O)c21,D - DERMATOLOGICALS,3
O=C1c2c(O)cccc2Cc2cccc(O)c21,D - DERMATOLOGICALS,3
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,A - ALIMENTARY TRACT AND METABOLISM,0
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN(C)CCCN1c2ccccc2CCc2ccccc21,N - NERVOUS SYSTEM,9
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,A - ALIMENTARY TRACT AND METABOLISM,0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN1CCN2c3ccccc3Cc3ccccc3C2C1,N - NERVOUS SYSTEM,9
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,A - ALIMENTARY TRACT AND METABOLISM,0
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,R - RESPIRATORY SYSTEM,11
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,D - DERMATOLOGICALS,3
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,D - DERMATOLOGICALS,3
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,R - RESPIRATORY SYSTEM,11
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,D - DERMATOLOGICALS,3
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,S - SENSORY ORGANS,12
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,R - RESPIRATORY SYSTEM,11
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,D - DERMATOLOGICALS,3
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,R - RESPIRATORY SYSTEM,11
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
Cc1cccc([C@H](C)c2c[nH]cn2)c1C,N - NERVOUS SYSTEM,9
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,A - ALIMENTARY TRACT AND METABOLISM,0
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,A - ALIMENTARY TRACT AND METABOLISM,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,S - SENSORY ORGANS,12
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H](C2CCNC(=N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
Cc1cccc(C)c1OCC(C)N,C - CARDIOVASCULAR SYSTEM,2
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,C - CARDIOVASCULAR SYSTEM,2
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,C - CARDIOVASCULAR SYSTEM,2
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,N - NERVOUS SYSTEM,9
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,N - NERVOUS SYSTEM,9
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,N - NERVOUS SYSTEM,9
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,M - MUSCULO-SKELETAL SYSTEM,8
Cc1ncc(CO)c(CO)c1O,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,A - ALIMENTARY TRACT AND METABOLISM,0
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,A - ALIMENTARY TRACT AND METABOLISM,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCC1(c2cccc(O)c2)CCCCN(C)C1,N - NERVOUS SYSTEM,9
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,C - CARDIOVASCULAR SYSTEM,2
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,S - SENSORY ORGANS,12
CC(C)c1cccc(C(C)C)c1O,N - NERVOUS SYSTEM,9
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,N - NERVOUS SYSTEM,9
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,R - RESPIRATORY SYSTEM,11
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,M - MUSCULO-SKELETAL SYSTEM,8
CC(C)NCC(O)c1ccc(O)c(O)c1,C - CARDIOVASCULAR SYSTEM,2
CC(C)NCC(O)c1ccc(O)c(O)c1,R - RESPIRATORY SYSTEM,11
CC(C)NCC(O)c1ccc(O)c(O)c1,R - RESPIRATORY SYSTEM,11
CC(C)NCC(O)c1ccc(O)c(O)c1,R - RESPIRATORY SYSTEM,11
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,N - NERVOUS SYSTEM,9
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,S - SENSORY ORGANS,12
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,M - MUSCULO-SKELETAL SYSTEM,8
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,M - MUSCULO-SKELETAL SYSTEM,8
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,M - MUSCULO-SKELETAL SYSTEM,8
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,N - NERVOUS SYSTEM,9
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,N - NERVOUS SYSTEM,9
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,R - RESPIRATORY SYSTEM,11
CC(C)OP(=O)(F)OC(C)C,S - SENSORY ORGANS,12
CCOP(=O)(OCC)SCC[N+](C)(C)C,S - SENSORY ORGANS,12
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,B - BLOOD AND BLOOD FORMING ORGANS,1
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,D - DERMATOLOGICALS,3
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,C - CARDIOVASCULAR SYSTEM,2
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,C - CARDIOVASCULAR SYSTEM,2
C[S+](C)[O-],G - GENITO URINARY SYSTEM AND SEX HORMONES,4
C[S+](C)[O-],M - MUSCULO-SKELETAL SYSTEM,8
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,R - RESPIRATORY SYSTEM,11
C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,D - DERMATOLOGICALS,3
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,A - ALIMENTARY TRACT AND METABOLISM,0
NC[C@H]1CC[C@H](C(=O)O)CC1,B - BLOOD AND BLOOD FORMING ORGANS,1
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,A - ALIMENTARY TRACT AND METABOLISM,0
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CC(=O)NS(=O)(=O)c1ccc(N)cc1,S - SENSORY ORGANS,12
CC(=O)NS(=O)(=O)c1ccc(N)cc1,D - DERMATOLOGICALS,3
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,R - RESPIRATORY SYSTEM,11
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,R - RESPIRATORY SYSTEM,11
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,A - ALIMENTARY TRACT AND METABOLISM,0
CNC[C@H](O)c1cccc(O)c1,R - RESPIRATORY SYSTEM,11
CNC[C@H](O)c1cccc(O)c1,R - RESPIRATORY SYSTEM,11
CNC[C@H](O)c1cccc(O)c1,R - RESPIRATORY SYSTEM,11
CNC[C@H](O)c1cccc(O)c1,S - SENSORY ORGANS,12
CNC[C@H](O)c1cccc(O)c1,S - SENSORY ORGANS,12
CNC[C@H](O)c1cccc(O)c1,C - CARDIOVASCULAR SYSTEM,2
CNC[C@H](O)c1cccc(O)c1,S - SENSORY ORGANS,12
CNC[C@H](O)c1cccc(O)c1,R - RESPIRATORY SYSTEM,11
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,R - RESPIRATORY SYSTEM,11
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,R - RESPIRATORY SYSTEM,11
O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,M - MUSCULO-SKELETAL SYSTEM,8
O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,S - SENSORY ORGANS,12
NC(=O)N/N=C1\C=Cc2ccccc2C1=O,C - CARDIOVASCULAR SYSTEM,2
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,R - RESPIRATORY SYSTEM,11
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,R - RESPIRATORY SYSTEM,11
Nc1ccc(S(N)(=O)=O)cc1,D - DERMATOLOGICALS,3
Nc1ccc(S(N)(=O)=O)cc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,N - NERVOUS SYSTEM,9
CN(C)CCC=C1c2ccccc2COc2ccccc21,D - DERMATOLOGICALS,3
CN(C)CCC=C1c2ccccc2COc2ccccc21,N - NERVOUS SYSTEM,9
[Mg+2].[OH-].[OH-],G - GENITO URINARY SYSTEM AND SEX HORMONES,4
[Mg+2].[OH-].[OH-],A - ALIMENTARY TRACT AND METABOLISM,0
CC1=CC(=O)c2ccccc2C1=O,B - BLOOD AND BLOOD FORMING ORGANS,1
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,S - SENSORY ORGANS,12
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,N - NERVOUS SYSTEM,9
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,S - SENSORY ORGANS,12
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,N - NERVOUS SYSTEM,9
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN(C)C(=O)Oc1ccc[n+](C)c1,N - NERVOUS SYSTEM,9
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,A - ALIMENTARY TRACT AND METABOLISM,0
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,S - SENSORY ORGANS,12
